gsc_id,rhyme_section,series_number,schuessler_k_tokens,schuessler_source_page,schuessler_cross_reference_only,in_tex,tex_character_count,tex_characters_sample,mand2mc_row_count,mand2mc_character_count,mand2mc_characters_sample,bs_gsr_row_count,bs_gsr_character_count,bs_gsr_characters_sample,combined_source_character_count,combined_source_characters_sample
16-32,16,32,1169,227,no,no,0,,7,5,巢; 𠞰; 勦; 繅; 薻,3,3,鏁; 巢; 剿,7,巢; 𠞰; 勦; 繅; 薻; 鏁; 剿
16-33,16,33,1149,227,no,no,0,,33,24,小; 筲; 蛸; 削; 揱; 少; 箾; 肖; 宵; 消,11,9,小; 削; 少; 肖; 宵; 消; 逍; 霄; 稍,24,小; 筲; 蛸; 削; 揱; 少; 箾; 肖; 宵; 消
16-34,16,34,1150,228,no,no,0,,1,1,笑,1,1,笑,1,笑
16-35,16,35,1153,228,no,no,0,,1,1,表,1,1,表,1,表
16-36,16,36,1154,228,no,no,0,,3,1,髟,1,1,髟,1,髟
16-37,16,37,1155,228,no,no,0,,1,1,猋,0,0,,1,猋
16-38,16,38,1156,228,no,no,0,,2,1,驫,0,0,,1,驫
16-39,16,39,1157,228,no,no,0,,20,12,𤐫; 票; 𤒾; 標; 飄; 僄; 剽; 嘌; 漂; 縹,2,2,票; 瓢,12,𤐫; 票; 𤒾; 標; 飄; 僄; 剽; 嘌; 漂; 縹
16-40,16,40,1170,228,no,no,0,,8,7,麃; 儦; 瀌; 穮; 鑣; 皫; 犥,0,0,,7,麃; 儦; 瀌; 穮; 鑣; 皫; 犥
16-41,16,41,1137,229,no,no,0,,10,8,毛; 旄; 髦; 芼; 𦒷; 眊; 秏; 耗,3,3,毛; 旄; 芼,8,毛; 旄; 髦; 芼; 𦒷; 眊; 秏; 耗
16-42,16,42,1171,229,no,no,0,,4,4,皃; 貌; 藐; 邈,1,1,貌,4,皃; 貌; 藐; 邈
16-43,16,43,1159,229,no,no,0,,4,3,苗; 庿; 貓,2,2,苗; 貓,3,苗; 庿; 貓
16-44,16,44,1158,229,no,no,0,,5,5,眇; 妙; 杪; 鈔; 渺,4,4,眇; 妙; 杪; 渺,5,眇; 妙; 杪; 鈔; 渺
16-45,16,45,1161,229,no,no,0,,1,1,淼,0,0,,1,淼
17-01,17,1,1117,231,no,no,0,,5,4,隺; 鶴; 搉; 確,4,3,隺; 鶴; 確,4,隺; 鶴; 搉; 確
17-02,17,2,1118,231,no,no,0,,3,3,虐; 瘧; 謔,2,2,虐; 謔,3,虐; 瘧; 謔
17-03,17,3,1165,231,no,no,0,,3,2,弔; 盄,2,1,弔,2,弔; 盄
17-05,17,5,1120,231,no,no,0,,16,13,勺; 杓; 汋; 酌; 妁; 灼; 礿; 旳; 靮; 釣,10,7,勺; 杓; 汋; 酌; 的; 釣; 約,14,勺; 杓; 汋; 酌; 妁; 灼; 礿; 旳; 靮; 釣
17-06,17,6,1119,232,no,no,0,,7,7,龠; 籥; 瀹; 𤅢; 爚; 禴; 籲,2,2,龠; 籥,7,龠; 籥; 瀹; 𤅢; 爚; 禴; 籲
17-07,17,7,1124,232,no,no,0,,16,14,翟; 糴; 籊; 趯; 躍; 擢; 濯; 曜; 燿; 耀,9,8,翟; 躍; 擢; 濯; 曜; 燿; 耀; 櫂,14,翟; 糴; 籊; 趯; 躍; 擢; 濯; 曜; 燿; 耀
17-08,17,8,1125,232,no,no,0,,15,11,樂; 轢; 𧭥; 濼; 櫟; 礫; 躒; 䟏; 爍; 鑠,12,8,樂; 轢; 櫟; 礫; 䟏; 爍; 鑠; 藥,11,樂; 轢; 𧭥; 濼; 櫟; 礫; 躒; 䟏; 爍; 鑠
17-09,17,9,1123,233,no,no,0,,6,5,弱; 蒻; 愵; 溺; 嫋,3,2,弱; 溺,5,弱; 蒻; 愵; 溺; 嫋
17-11,17,11,1128,233,no,no,0,,2,2,鑿; 𥽿,1,1,鑿,2,鑿; 𥽿
17-12,17,12,1121,233,no,no,0,,5,5,爵; 爝; 穱; 灂; 釂,1,1,爵,5,爵; 爝; 穱; 灂; 釂
17-13,17,13,1122,233,no,no,0,,1,1,雀,1,1,雀,1,雀
17-14,17,14,1136,233,no,no,0,,7,5,暴; 曝; 瀑; 襮; 嚗,4,3,暴; 曝; 瀑,5,暴; 曝; 瀑; 襮; 嚗
17-15,17,15,1127,233,no,no,0,,2,2,駁; 駮,0,0,,2,駁; 駮
17-16,17,16,1244k,234,no,no,0,,1,1,豹,0,0,,1,豹
18-02,18,2,349,236,no,no,0,,2,1,个,1,1,个,1,个
18-03,18,3,1238a,237,no,yes,8,羅; 蘿; 羈; 買; 賣; 罹; 罷; 羆,1,1,羈,1,1,羈,1,羈
18-04,18,4,15,237,no,yes,7,加; 枷; 珈; 駕; 嘉; 哿; 賀,8,7,加; 枷; 珈; 駕; 嘉; 哿; 賀,3,3,加; 駕; 嘉,7,加; 枷; 珈; 駕; 嘉; 哿; 賀
18-05,18,5,2,237,no,yes,17,我; 俄; 娥; 峨; 睋; 莪; 誐; 餓; 鵝; 鵞,18,17,我; 俄; 娥; 峨; 睋; 莪; 誐; 餓; 鵝; 鵞,11,10,我; 餓; 鵝; 蛾; 義; 儀; 議; 蟻; 羲; 犧,17,我; 俄; 娥; 峨; 睋; 莪; 誐; 餓; 鵝; 鵞
18-06,18,6,21,238,no,yes,2,宜; 誼,2,2,宜; 誼,2,1,宜,2,宜; 誼
18-07,18,7,22,238,no,yes,3,䖒; 戲; 虍,2,2,䖒; 戲,2,2,䖒; 戲,2,䖒; 戲
18-08,18,8,3,238,no,yes,14,多; 痑; 奓; 㗬; 恀; 侈; 拸; 哆; 誃; 趍,17,14,多; 痑; 奓; 㗬; 恀; 侈; 拸; 哆; 誃; 趍,5,5,多; 侈; 哆; 移; 迻,14,多; 痑; 奓; 㗬; 恀; 侈; 拸; 哆; 誃; 趍
18-09,18,9,4,239,no,yes,33,它; 㐌; 佗; 拕; 紽; 沱; 蛇; 鉈; 匜; 也,42,32,它; 弛; 地; 他; 扡; 髢; 㐌; 拖; 也; 胣,12,12,舵; 它; 弛; 地; 他; 也; 紽; 蛇; 施; 匜,33,它; 弛; 地; 他; 扡; 髢; 㐌; 拖; 也; 胣
18-10,18,10,6,240,no,no,0,,2,2,羅; 蘿,1,1,羅,2,羅; 蘿
18-11,18,11,23,240,no,yes,8,离; 魑; 螭; 縭; 醨; 離; 籬; 灕,9,8,离; 魑; 螭; 縭; 醨; 離; 籬; 灕,6,4,离; 魑; 螭; 離,8,离; 魑; 螭; 縭; 醨; 離; 籬; 灕
18-12,18,12,350,240,no,no,0,,1,1,那,0,0,,1,那
18-13,18,13,5,241,no,yes,11,左; 佐; 差; 槎; 瑳; 磋; 傞; 瘥; 鹺; 嗟,18,11,左; 佐; 差; 槎; 瑳; 磋; 傞; 瘥; 鹺; 嗟,15,8,左; 佐; 差; 槎; 瑳; 磋; 鹺; 嗟,11,左; 佐; 差; 槎; 瑳; 磋; 傞; 瘥; 鹺; 嗟
18-15,18,15,16,241,no,yes,4,沙; 鯊; 娑; 莎,5,4,沙; 鯊; 娑; 莎,2,2,沙; 娑,4,沙; 鯊; 娑; 莎
18-16,18,16,25,241,no,yes,15,皮; 疲; 被; 鞁; 彼; 詖; 陂; 披; 鈹; 跛,22,15,皮; 疲; 被; 鞁; 彼; 詖; 陂; 披; 鈹; 波,12,9,皮; 被; 彼; 陂; 披; 跛; 簸; 破; 婆,15,皮; 疲; 被; 鞁; 彼; 詖; 陂; 披; 鈹; 波
18-17,18,17,26,242,no,no,0,,3,2,罷; 羆,3,2,罷; 羆,2,罷; 羆
18-18,18,18,17,242,no,yes,9,麻; 塺; 麽; 摩; 磨; 糜; 麾; 靡; 攠,10,9,麻; 塺; 麽; 摩; 磨; 糜; 靡; 麾; 攠,10,5,麻; 塺; 磨; 糜; 靡,9,麻; 塺; 麽; 摩; 磨; 糜; 靡; 麾; 攠
18-19,18,19,356,243,no,no,0,,2,2,毀; 燬,1,1,毀,2,毀; 燬
19-01,19,1,7,244,no,yes,4,戈; 划; 𢦚; 丮,3,3,戈; 划; 𢦚,2,2,戈; 划,3,戈; 划; 𢦚
19-02,19,2,351,244,no,no,0,,16,13,果; 蜾; 裹; 堁; 課; 倮; 裸; 臝; 踝; 髁,11,9,果; 蜾; 裹; 倮; 裸; 臝; 踝; 輠; 祼,13,果; 蜾; 裹; 堁; 課; 倮; 裸; 臝; 踝; 髁
19-03,19,3,352,245,no,no,0,,1,1,𩰬,0,0,,1,𩰬
19-04,19,4,18,245,no,yes,8,咼; 騧; 蝸; 媧; 禍; 旤; 過; 薖,11,8,咼; 騧; 蝸; 媧; 過; 禍; 旤; 薖,9,7,腡; 冎; 咼; 騧; 蝸; 過; 薖,10,咼; 騧; 蝸; 媧; 過; 禍; 旤; 薖; 腡; 冎
19-05,19,5,28,245,no,yes,1,虧,1,1,虧,1,1,虧,1,虧
19-06,19,6,27,245,no,yes,6,為; 䦱; 嬀; 偽; 撝; 譌,7,6,為; 䦱; 嬀; 偽; 撝; 譌,5,4,為; 媯; 偽; 譌,7,為; 䦱; 嬀; 偽; 撝; 譌; 媯
19-07,19,7,8,245,no,yes,5,禾; 和; 龢; 盉; 科,6,5,禾; 和; 龢; 盉; 科,3,2,禾; 和,5,禾; 和; 龢; 盉; 科
19-08,19,8,19,246,no,yes,4,化; 貨; 吪; 訛,4,4,化; 貨; 吪; 訛,4,4,化; 貨; 吪; 訛,4,化; 貨; 吪; 訛
19-09,19,9,11,246,no,no,0,,19,12,隓; 隋; 橢; 嶞; 墮; 隳; 隨; 髓; 瀡; 鬌,14,9,隓; 隋; 橢; 墮; 隳; 隨; 髓; 瀡; 惰,12,隓; 隋; 橢; 嶞; 墮; 隳; 隨; 髓; 瀡; 鬌
19-10,19,10,357,246,no,no,0,,10,7,委; 倭; 痿; 萎; 逶; 餧; 踒,3,1,委,7,委; 倭; 痿; 萎; 逶; 餧; 踒
19-11,19,11,9,246,no,yes,1,臥,1,1,臥,1,1,臥,1,臥
19-12,19,12,29,246,no,yes,6,危; 詭; 佹; 垝; 恑; 跪,7,6,危; 詭; 佹; 垝; 恑; 跪,3,3,危; 詭; 跪,6,危; 詭; 佹; 垝; 恑; 跪
19-13,19,13,20,247,no,yes,1,瓦,1,1,瓦,1,1,瓦,1,瓦
19-14,19,14,10,247,no,yes,2,朵; 朶,2,2,朵; 朶,0,0,,2,朵; 朶
19-15,19,15,30,247,no,yes,2,吹; 炊,3,2,吹; 炊,2,1,吹,2,吹; 炊
19-16,19,16,11,247,no,yes,12,隓; 隋; 橢; 嶞; 墮; 隳; 隨; 髓; 瀡; 鬌,19,12,隓; 隋; 橢; 嶞; 墮; 隳; 隨; 髓; 瀡; 鬌,14,9,隓; 隋; 橢; 墮; 隳; 隨; 髓; 瀡; 惰,12,隓; 隋; 橢; 嶞; 墮; 隳; 隨; 髓; 瀡; 鬌
19-17,19,17,31,247,no,yes,12,垂; 陲; 睡; 菙; 甀; 錘; 硾; 捶; 箠; 諈,14,12,垂; 陲; 睡; 菙; 甀; 錘; 硾; 捶; 箠; 諈,2,2,垂; 捶,12,垂; 陲; 睡; 菙; 甀; 錘; 硾; 捶; 箠; 諈
19-18,19,18,14,248,no,yes,3,𦝠; 蠃; 羸,3,3,𦝠; 蠃; 羸,2,2,蠃; 羸,3,𦝠; 蠃; 羸
19-19,19,19,354,248,no,no,0,,7,5,妥; 餒; 緌; 諉; 綏,5,5,妥; 餒; 緌; 諉; 綏,5,妥; 餒; 緌; 諉; 綏
19-21,19,21,12,248,no,yes,8,坐; 痤; 挫; 剉; 脞; 髽; 夎; 蓌,9,7,坐; 痤; 挫; 蓌; 剉; 脞; 髽,6,4,座; 坐; 剉; 髽,8,坐; 痤; 挫; 蓌; 剉; 脞; 髽; 座
19-22,19,22,13,248,no,yes,2,𧴪; 瑣,3,2,𧴪; 瑣,2,1,瑣,2,𧴪; 瑣
19-23,19,23,355,249,no,no,0,,8,5,衰; 蓑; 簑; 榱; 縗,4,3,衰; 蓑; 縗,5,衰; 蓑; 簑; 榱; 縗
20-01,20,1,279,251,no,no,0,,16,11,㓞; 契; 挈; 絜; 齧; 鍥; 瘈; 喫; 楔; 潔,6,5,契; 齧; 瘈; 楔; 潔,11,㓞; 契; 挈; 絜; 齧; 鍥; 瘈; 喫; 楔; 潔
20-02,20,2,327,251,no,no,0,,10,8,介; 价; 界; 疥; 齘; 𢗊; 芥; 紒,4,4,介; 界; 疥; 芥,8,介; 价; 界; 疥; 齘; 𢗊; 芥; 紒
20-03,20,3,312,251,no,no,0,,16,11,夬; 決; 玦; 袂; 訣; 趹; 鴃; 缺; 吷; 抉,8,6,夬; 決; 袂; 訣; 缺; 快,11,夬; 決; 玦; 袂; 訣; 趹; 鴃; 缺; 吷; 抉
20-04,20,4,280,252,no,no,0,,3,2,軋; 札,2,2,軋; 札,2,軋; 札
20-05,20,5,1256a,252,no,no,0,,1,1,隉,0,0,,1,隉
20-06,20,6,331,252,no,no,0,,1,1,帠,0,0,,1,帠
20-07,20,7,285,252,no,no,0,,5,4,臬; 闑; 臲; 㓷,3,2,闑; 㓷,4,臬; 闑; 臲; 㓷
20-08,20,8,290,252,no,no,0,,1,1,設,1,1,設,1,設
20-09,20,9,1256,252,no,no,0,,7,6,隉; 鐵; 驖; 㞕; 屑; 觼,1,1,鐵,6,隉; 鐵; 驖; 㞕; 屑; 觼
20-10,20,10,288,252,no,no,0,,1,1,舌,1,1,舌,1,舌
20-11,20,11,309,253,no,no,0,,1,1,竊,1,1,竊,1,竊
20-12,20,12,310,253,no,no,0,,2,2,𢧵; 截,0,0,,2,𢧵; 截
20-13,20,13,330,253,no,no,0,,12,11,埶; 蓺; 藝; 摰; 槷; 囈; 熱; 爇; 勢; 暬,9,8,埶; 蓺; 藝; 槷; 熱; 爇; 勢; 褻,11,埶; 蓺; 藝; 摰; 槷; 囈; 熱; 爇; 勢; 暬
20-14,20,14,281,253,no,no,0,,1,1,八,1,1,八,1,八
20-15,20,15,292,253,no,no,0,,2,1,別,2,1,別,1,別
20-16,20,16,341,253,no,no,0,,12,11,敝; 幣; 弊; 斃; 獘; 蔽; 鷩; 虌; 鱉; 憋,5,5,敝; 幣; 斃; 蔽; 鱉,11,敝; 幣; 弊; 斃; 獘; 蔽; 鷩; 虌; 鱉; 憋
20-17,20,17,328,254,no,no,0,,1,1,拜,1,1,拜,1,拜
20-18,20,18,311,254,no,no,0,,8,8,蔑; 幭; 懱; 䁾; 𥣫; 篾; 韈; 韤,3,3,蔑; 幭; 韈,8,蔑; 幭; 懱; 䁾; 𥣫; 篾; 韈; 韤
20-19,20,19,294,254,no,no,0,,3,3,烕; 滅; 𡟬,2,2,烕; 滅,3,烕; 滅; 𡟬
21-01,21,1,313,255,no,no,0,,38,24,匃; 藹; 曷; 毼; 蝎; 褐; 鶡; 葛; 渴; 喝,15,10,匃; 曷; 褐; 渴; 遏; 揭; 竭; 愒; 歇; 謁,24,匃; 藹; 曷; 毼; 蝎; 褐; 鶡; 葛; 渴; 喝
21-02,21,2,314,256,no,no,0,,6,5,害; 犗; 割; 轄; 豁,5,4,害; 犗; 割; 轄,5,害; 犗; 割; 轄; 豁
21-03,21,3,282,256,no,no,0,,1,1,舝,0,0,,1,舝
21-04,21,4,283,257,no,no,0,,1,1,孑,0,0,,1,孑
21-05,21,5,284,257,no,no,0,,3,2,桀; 傑,4,2,桀; 傑,2,桀; 傑
21-06,21,6,329,257,no,no,0,,1,1,憩,0,0,,1,憩
21-07,21,7,332,257,no,no,0,,1,1,瘞,0,0,,1,瘞
21-08,21,8,268,257,no,no,0,,1,1,枿,0,0,,1,枿
21-09,21,9,269,257,no,no,0,,2,2,歺; 歹,0,0,,2,歺; 歹
21-10,21,10,347,257,no,no,0,,4,3,乂; 刈; 艾,3,2,乂; 艾,3,乂; 刈; 艾
21-11,21,11,289,257,no,no,0,,9,8,辥; 薛; 𧀼; 躠; 孼; 蠥; 糱; 櫱,0,0,,8,辥; 薛; 𧀼; 躠; 孼; 蠥; 糱; 櫱
21-12,21,12,317,258,no,no,0,,15,8,大; 太; 汏; 汰; 軑; 忕; 杕; 釱,5,4,大; 太; 汰; 杕,8,大; 太; 汏; 汰; 軑; 忕; 杕; 釱
21-13,21,13,316,258,no,no,0,,1,1,泰,1,1,泰,1,泰
21-14,21,14,271,258,no,no,0,,5,4,𦍒; 達; 撻; 闥,2,2,𦍒; 達,4,𦍒; 達; 撻; 闥
21-15,21,15,315,258,no,no,0,,8,6,帶; 滯; 蔕; 墆; 遰; 懘,1,1,帶,6,帶; 滯; 蔕; 墆; 遰; 懘
21-16,21,16,336,259,no,no,0,,4,4,筮; 簭; 噬; 澨,1,1,噬,4,筮; 簭; 噬; 澨
21-17,21,17,335,259,no,no,0,,5,4,制; 製; 掣; 猘,3,3,制; 製; 猘,4,制; 製; 掣; 猘
21-18,21,18,334,259,no,no,0,,1,1,彘,1,1,彘,1,彘
21-19,21,19,287,259,no,no,0,,14,10,折; 哲; 悊; 蜇; 硩; 晣; 晢; 誓; 逝; 哳,9,6,狾; 折; 哲; 晢; 誓; 逝,11,折; 哲; 悊; 蜇; 硩; 晣; 晢; 誓; 逝; 哳
21-20,21,20,286,259,no,no,0,,7,5,撤; 徹; 澈; 轍; 𨅊,5,3,撤; 徹; 轍,5,撤; 徹; 澈; 轍; 𨅊
21-21,21,21,338,259,no,no,0,,3,3,曳; 洩; 絏,1,1,絏,3,曳; 洩; 絏
21-22,21,22,333,259,no,no,0,,1,1,裔,0,0,,1,裔
21-23,21,23,339,260,no,no,0,,12,11,世; 貰; 抴; 枻; 詍; 泄; 紲; 靾; 勩; 渫,4,3,世; 貰; 泄,11,世; 貰; 抴; 枻; 詍; 泄; 紲; 靾; 勩; 渫
21-24,21,24,272,260,no,no,0,,8,6,剌; 賴; 瀨; 籟; 藾; 獺,6,6,懶; 剌; 賴; 瀨; 籟; 獺,7,剌; 賴; 瀨; 籟; 藾; 獺; 懶
21-25,21,25,291,260,no,no,0,,10,9,列; 冽; 洌; 烈; 茢; 裂; 栵; 例; 㾐,2,2,列; 烈,9,列; 冽; 洌; 烈; 茢; 裂; 栵; 例; 㾐
21-26,21,26,326; 340; 267,260,no,no,0,,13,11,蠆; 厲; 礪; 勵; 癘; 𧓽; 蠣; 糲; 萬; 勱,10,6,蠆; 厲; 礪; 蠣; 糲; 萬,11,蠆; 厲; 礪; 勵; 癘; 𧓽; 蠣; 糲; 萬; 勱
21-27,21,27,318,261,no,no,0,,2,2,柰; 奈,0,0,,2,柰; 奈
21-28,21,28,337,261,no,no,0,,8,7,祭; 穄; 際; 傺; 瘵; 蔡; 察,5,5,祭; 穄; 際; 蔡; 察,7,祭; 穄; 際; 傺; 瘵; 蔡; 察
21-29,21,29,319,261,no,no,0,,7,5,杀; 殺; 閷; 樧; 摋,3,2,殺; 摋,5,杀; 殺; 閷; 樧; 摋
21-30,21,30,275,262,no,no,0,,8,6,癶; 癹; 發; 撥; 襏; 廢,3,3,發; 撥; 廢,6,癶; 癹; 發; 撥; 襏; 廢
21-31,21,31,276,262,no,no,0,,19,15,犮; 跋; 魃; 坺; 軷; 胈; 茇; 拔; 髮; 瞂,6,4,茇; 拔; 紱; 祓,15,犮; 跋; 魃; 坺; 軷; 胈; 茇; 拔; 髮; 瞂
21-33,21,33,307,263,no,no,0,,2,2,伐; 茷,2,2,伐; 茷,2,伐; 茷
21-34,21,34,308,263,no,no,0,,1,1,罰,1,1,罰,1,罰
21-35,21,35,320,263,no,no,0,,4,3,貝; 敗; 𣀕,2,1,敗,3,貝; 敗; 𣀕
21-36,21,36,348,263,no,no,0,,1,1,吠,1,1,吠,1,吠
21-37,21,37,277,263,no,no,0,,4,3,末; 沫; 秣,1,1,末,3,末; 沫; 秣
21-38,21,38,293,263,no,no,0,,0,0,,0,0,,0,
22-01,22,1,302,264,no,no,0,,13,12,氒; 舌; 括; 栝; 聒; 髺; 佸; 活; 刮; 話,4,3,刮; 話; 闊,12,氒; 舌; 括; 栝; 聒; 髺; 佸; 活; 刮; 話
22-02,22,2,301,265,no,no,0,,15,11,欮; 厥; 蕨; 蟩; 蹷; 蹶; 闕; 撅; 橛; 橜,3,3,厥; 蕨; 闕,11,欮; 厥; 蕨; 蟩; 蹷; 蹶; 闕; 撅; 橛; 橜
22-03,22,3,321,265,no,no,0,,18,12,會; 廥; 旝; 澮; 膾; 襘; 檜; 禬; 繪; 噲,3,2,會; 澮,12,會; 廥; 旝; 澮; 膾; 襘; 檜; 禬; 繪; 噲
22-04,22,4,304,265,no,no,0,,6,4,曰; 𢪏; 汩; 汨,2,2,曰; 汩,4,曰; 𢪏; 汩; 汨
22-05,22,5,303; 346,266,no,no,0,,15,11,戉; 鉞; 越; 狘; 歲; 顪; 翽; 濊; 穢; 噦,8,8,戉; 鉞; 越; 歲; 顪; 翽; 濊; 穢,11,戉; 鉞; 越; 狘; 歲; 顪; 翽; 濊; 穢; 噦
22-06,22,6,305,266,no,no,0,,1,1,粵,1,1,粵,1,粵
22-07,22,7,273,266,no,no,0,,2,2,𥄗; 𢯲,0,0,,2,𥄗; 𢯲
22-08,22,8,306; 322,266,no,no,0,,6,5,月; 抈; 刖; 跀; 外,3,3,月; 刖; 外,5,月; 抈; 刖; 跀; 外
22-09,22,9,274,266,no,no,0,,2,1,奪,1,1,奪,1,奪
22-10,22,10,295,266,no,no,0,,18,11,叕; 綴; 啜; 惙; 輟; 畷; 剟; 掇; 歠; 錣,4,3,叕; 啜; 掇,11,叕; 綴; 啜; 惙; 輟; 畷; 剟; 掇; 歠; 錣
22-11,22,11,343,267,no,no,0,,1,1,贅,0,0,,1,贅
22-12,22,12,344,267,no,no,0,,1,1,叡,0,0,,1,叡
22-13,22,13,324,267,no,no,0,,24,14,兌; 駾; 蛻; 銳; 帨; 涗; 稅; 敓; 挩; 脫,18,10,兌; 蛻; 銳; 帨; 稅; 挩; 脫; 悅; 閱; 說,14,兌; 駾; 蛻; 銳; 帨; 涗; 稅; 敓; 挩; 脫
22-14,22,14,299,268,no,no,0,,4,4,寽; 鋝; 埒; 捋,1,1,捋,4,寽; 鋝; 埒; 捋
22-16,22,16,296,268,no,no,0,,5,4,絕; 蕝; 脃; 脆,1,1,絕,4,絕; 蕝; 脃; 脆
22-17,22,17,345,268,no,no,0,,6,3,毳; 竁; 膬,2,1,毳,3,毳; 竁; 膬
22-18,22,18,297,268,no,no,0,,1,1,雪,1,1,雪,1,雪
22-19,22,19,298,268,no,no,0,,2,1,刷,2,1,刷,1,刷
23-01,23,1,240,269,no,no,0,,7,4,肩; 𧱚; 猏; 顅,1,1,肩,4,肩; 𧱚; 猏; 顅
23-02,23,2,241,269,no,no,0,,9,5,見; 現; 俔; 睍; 莧,6,4,硯; 見; 現; 俔,6,見; 現; 俔; 睍; 莧; 硯
23-03,23,3,239,269,no,no,0,,10,8,幵; 豣; 趼; 汧; 蚈; 硏; 研; 枅,7,6,妍; 幵; 豣; 硏; 研; 枅,9,幵; 豣; 趼; 汧; 蚈; 硏; 研; 枅; 妍
23-04,23,4,196,270,no,no,0,,4,3,遣; 繾; 譴,2,1,遣,3,遣; 繾; 譴
23-05,23,5,191,270,no,no,0,,9,8,閒; 間; 簡; 蕑; 僩; 瞷; 澗; 撊,7,4,間; 簡; 蕑; 澗,8,閒; 間; 簡; 蕑; 僩; 瞷; 澗; 撊
23-06,23,6,192,270,no,no,0,,1,1,閑,4,1,閑,1,閑
23-07,23,7,185,270,no,no,0,,15,13,柬; 諫; 揀; 闌; 湅; 練; 鍊; 瀾; 爛; 爤,8,8,柬; 諫; 揀; 闌; 練; 爛; 爤; 蘭,13,柬; 諫; 揀; 闌; 湅; 練; 鍊; 瀾; 爛; 爤
23-08,23,8,1250f,271,no,no,0,,1,1,蠲,0,0,,1,蠲
23-09,23,9,248,271,no,no,0,,3,2,縣; 懸,3,2,縣; 懸,2,縣; 懸
23-10,23,10,227,271,no,no,0,,10,9,員; 圓; 塤; 殞; 縜; 隕; 磒; 霣; 㜏,5,4,員; 圓; 塤; 隕,9,員; 圓; 塤; 殞; 縜; 隕; 磒; 霣; 㜏
23-11,23,11,829; 256h,271,no,no,0,,5,3,瞏; 嬛; 睘,2,2,瞏; 睘,3,瞏; 嬛; 睘
23-12,23,12,167,272,no,no,0,,9,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊,1,1,渙,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊
