gsc_id,rhyme_section,series_number,schuessler_k_tokens,schuessler_source_page,schuessler_cross_reference_only,in_tex,tex_character_count,tex_characters_sample,mand2mc_row_count,mand2mc_character_count,mand2mc_characters_sample,bs_gsr_row_count,bs_gsr_character_count,bs_gsr_characters_sample,combined_source_character_count,combined_source_characters_sample
27-03,27,3,603,311,no,no,0,,3,3,冀; 兾; 驥,1,1,冀,3,冀; 兾; 驥
27-04,27,4,547,311,no,no,0,,14,11,幾; 機; 璣; 磯; 禨; 穖; 蟣; 譏; 鞿; 饑,5,4,蟣; 幾; 機; 饑,11,幾; 機; 璣; 磯; 禨; 穖; 蟣; 譏; 鞿; 饑
27-05,27,5,550,312,no,no,0,,7,5,衣; 依; 扆; 哀; 偯,5,4,衣; 依; 哀; 偯,5,衣; 依; 扆; 哀; 偯
27-06,27,6,549,312,no,no,0,,9,7,希; 悕; 晞; 欷; 狶; 豨; 睎,4,3,希; 狶; 豨,7,希; 悕; 晞; 欷; 狶; 豨; 睎
27-07,27,7,1237i,312,no,no,0,,1,1,黹,0,0,,1,黹
27-08,27,8,579,312,no,no,0,,28,22,非; 匪; 扉; 棐; 篚; 誹; 悱; 斐; 霏; 騑,7,7,非; 匪; 扉; 誹; 蜚; 悲; 排,22,非; 匪; 扉; 棐; 篚; 誹; 悱; 斐; 霏; 騑
27-09,27,9,580,313,no,no,0,,1,1,飛,1,1,飛,1,飛
27-10,27,10,581,313,no,no,0,,2,1,妃,1,1,妃,1,妃
27-11,27,11,582,313,no,no,0,,1,1,肥,1,1,肥,1,肥
27-12,27,12,353,313,no,no,0,,1,1,火,1,1,火,1,火
27-13,27,13,546,313,no,no,0,,2,2,枚; 玫,0,0,,2,枚; 玫
27-14,27,14,567,313,no,no,0,,5,4,眉; 媚; 楣; 湄,2,2,眉; 媚,4,眉; 媚; 楣; 湄
27-15,27,15,585,313,no,no,0,,1,1,亹,2,1,亹,1,亹
27-16,27,16,568,313,no,no,0,,1,1,美,1,1,美,1,美
27-17,27,17,583,314,no,no,0,,4,4,尾; 娓; 浘; 𤈦,2,2,尾; 𤈦,4,尾; 娓; 浘; 𤈦
27-18,27,18,584,314,no,no,0,,5,5,𢼸; 微; 薇; 媺; 徽,2,2,微; 徽,5,𢼸; 微; 薇; 媺; 徽
27-19,27,19,572,314,no,no,0,,3,1,虺,2,1,虺,1,虺
27-20,27,20,1009,314,no,no,0,,5,5,蟲; 虫; 融; 赨; 𢥞,2,2,蟲; 融,5,蟲; 虫; 融; 赨; 𢥞
28-01,28,1,569,316,no,no,0,,20,14,鬼; 傀; 瑰; 魁; 塊; 瘣; 槐; 嵬; 魏; 愧,16,10,鬼; 瑰; 魁; 塊; 槐; 嵬; 魏; 愧; 餽; 巍,14,鬼; 傀; 瑰; 魁; 塊; 瘣; 槐; 嵬; 魏; 愧
28-02,28,2,570,316,no,no,0,,3,2,歸; 巋,1,1,歸,2,歸; 巋
28-03,28,3,1237s,317,no,no,0,,1,1,夔,0,0,,1,夔
28-04,28,4,542,317,no,no,0,,6,6,回; 廻; 迴; 徊; 洄; 蛔,2,2,回; 迴,6,回; 廻; 迴; 徊; 洄; 蛔
28-05,28,5,571; 342,317,no,no,0,,19,18,韋; 違; 偉; 圍; 幃; 煒; 瑋; 禕; 緯; 葦,4,4,韋; 違; 圍; 衛,18,韋; 違; 偉; 圍; 幃; 煒; 瑋; 禕; 緯; 葦
28-06,28,6,600,317,no,no,0,,6,4,褱; 懷; 壞; 瓌,3,2,懷; 壞,4,褱; 懷; 壞; 瓌
28-07,28,7,1240h,317,no,no,0,,1,1,乖,1,1,乖,1,乖
28-08,28,8,1239a,318,no,no,0,,1,1,卉,0,0,,1,卉
28-09,28,9,573,318,no,no,0,,7,6,畏; 㟪; 偎; 煨; 猥; 隈,2,2,畏; 隈,6,畏; 㟪; 偎; 煨; 猥; 隈
28-10,28,10,574,318,no,no,0,,2,2,威; 崴,2,2,威; 崴,2,威; 崴
28-11,28,11,575,318,no,no,0,,31,26,隹; 推; 陮; 崔; 䳡; 趡; 鵻; 錐; 鷕; 騅,10,10,隹; 推; 崔; 催; 帷; 惟; 維; 椎; 雖; 稚,26,隹; 推; 陮; 崔; 䳡; 趡; 鵻; 錐; 鷕; 騅
28-12,28,12,543,319,no,no,0,,3,3,追; 縋; 膇,2,2,𠂤; 追,4,追; 縋; 膇; 𠂤
28-13,28,13,544,319,no,no,0,,2,2,隤; 穨,1,1,隤,2,隤; 穨
28-14,28,14,576,319,no,no,0,,1,1,水,1,1,水,1,水
28-15,28,15,577,319,no,no,0,,21,17,畾; 壘; 櫐; 纍; 藟; 讄; 𧮢; 儡; 礨; 罍,7,6,螺; 壘; 靁; 雷; 儽; 累,18,畾; 壘; 櫐; 纍; 藟; 讄; 𧮢; 儡; 礨; 罍
28-16,28,16,545,320,no,no,0,,1,1,磊,0,0,,1,磊
28-17,28,17,578,320,no,no,0,,3,2,耒; 誄,1,1,誄,2,耒; 誄
28-18,28,18,1237v,320,no,no,0,,1,1,蕤,0,0,,1,蕤
28-19,28,19,1237x,320,no,no,0,,1,1,夊,0,0,,1,夊
28-20,28,20,513,320,no,no,0,,2,2,罪; 辠,1,1,罪,2,罪; 辠
29-01,29,1,393,321,no,no,0,,19,16,吉; 蛣; 詰; 佶; 姞; 拮; 桔; 結; 袺; 頡,10,9,吉; 詰; 拮; 結; 袺; 髻; 秸; 黠; 擷,16,吉; 蛣; 詰; 佶; 姞; 拮; 桔; 結; 袺; 頡
29-02,29,2,278,322,no,no,0,,1,1,鞂,0,0,,1,鞂
29-03,29,3,535,322,no,no,0,,1,1,棄,1,1,棄,1,棄
29-04,29,4,510b,322,no,no,0,,1,1,屆,1,1,屆,1,屆
29-05,29,5,538,322,yes,no,0,,2,2,季; 悸,2,2,季; 悸,2,季; 悸
29-06,29,6,409,322,no,no,0,,3,3,穴; 泬; 鴥,1,1,穴,3,穴; 泬; 鴥
29-07,29,7,410,322,no,no,0,,3,3,血; 恤; 卹,2,2,血; 恤,3,血; 恤; 卹
29-08,29,8,533,322,no,no,0,,7,7,惠; 叀; 蟪; 蕙; 譓; 穗; 繐,2,2,惠; 穗,7,惠; 叀; 蟪; 蕙; 譓; 穗; 繐
29-09,29,9,526,322,no,no,0,,13,12,㒸; 遂; 隊; 墜; 檖; 燧; 璲; 穟; 襚; 隧,7,6,遂; 隊; 墜; 檖; 穟; 隧,12,㒸; 遂; 隊; 墜; 檖; 燧; 璲; 穟; 襚; 隧
29-10,29,10,527,323,no,no,0,,7,5,彗; 篲; 嘒; 慧; 譿,2,2,彗; 慧,5,彗; 篲; 嘒; 慧; 譿
29-11,29,11,507,323,no,no,0,,16,14,矞; 遹; 驈; 鷸; 橘; 繘; 僪; 獝; 劀; 譎,5,4,遹; 橘; 繘; 譎,14,矞; 遹; 驈; 鷸; 橘; 繘; 僪; 獝; 劀; 譎
29-12,29,12,394,323,no,no,0,,1,1,一,1,1,一,1,一
29-13,29,13,395,324,no,no,0,,8,8,壹; 噎; 㦤; 懿; 饐; 曀; 㙪; 殪,4,3,壹; 噎; 㦤,8,壹; 噎; 㦤; 懿; 饐; 曀; 㙪; 殪
29-14,29,14,1241j,324,no,no,0,,1,1,替,1,1,替,1,替
29-15,29,15,413,324,no,no,0,,16,13,至; 致; 輊; 挃; 銍; 窒; 桎; 室; 咥; 垤,5,5,至; 致; 窒; 室; 垤,13,至; 致; 輊; 挃; 銍; 窒; 桎; 室; 咥; 垤
29-16,29,16,415,325,no,no,0,,5,3,疐; 懥; 嚏,2,2,疐; 嚏,3,疐; 懥; 嚏
29-17,29,17,402,325,no,no,0,,15,12,失; 佚; 泆; 軼; 抶; 秩; 袠; 翐; 瓞; 跌,3,3,失; 跌; 迭,12,失; 佚; 泆; 軼; 抶; 秩; 袠; 翐; 瓞; 跌
29-18,29,18,398,325,no,no,0,,1,1,實,1,1,實,1,實
29-19,29,19,396,325,no,no,0,,1,1,逸,1,1,逸,1,逸
29-20,29,20,1257a,325,no,no,0,,1,1,溢,1,1,溢,1,溢
29-21,29,21,397,325,no,no,0,,1,1,佾,1,1,佾,1,佾
29-22,29,22,1257c,325,no,no,0,,1,1,欥,0,0,,1,欥
29-23,29,23,403,325,no,no,0,,3,3,栗; 慄; 瑮,1,1,栗,3,栗; 慄; 瑮
29-24,29,24,1241n,326,no,no,0,,1,1,盭,0,0,,1,盭
29-25,29,25,532,326,no,no,0,,4,3,戾; 悷; 淚,1,1,戾,3,戾; 悷; 淚
29-26,29,26,404,326,no,no,0,,6,6,日; 衵; 馹; 䵒; 圼; 涅,3,3,日; 衵; 䵒,6,日; 衵; 馹; 䵒; 圼; 涅
29-27,29,27,414,326,no,no,0,,1,1,臸,0,0,,1,臸
29-28,29,28,564,326,no,no,0,,5,5,二; 弍; 貳; 樲; 膩,3,3,二; 貳; 膩,5,二; 弍; 貳; 樲; 膩
29-29,29,29,494,326,no,no,0,,3,3,疾; 蒺; 嫉,1,1,疾,3,疾; 蒺; 嫉
29-30,29,30,399; 923,327,no,no,0,,11,8,卽; 楖; 節; 櫛; 即; 蝍; 堲; 䳭,5,4,卪; 即; 節; 堲,9,卽; 楖; 節; 櫛; 即; 蝍; 堲; 䳭; 卪
29-31,29,31,400,327,no,no,0,,3,3,七; 叱; 切,2,2,七; 切,3,七; 叱; 切
29-32,29,32,401,327,no,no,0,,3,3,桼; 漆; 膝,2,2,桼; 膝,3,桼; 漆; 膝
29-33,29,33,1257,327,no,no,0,,11,9,溢; 鎰; 欥; 騭; 悉; 蟋; 觱; 戌; 怴,4,4,溢; 鎰; 悉; 戌,9,溢; 鎰; 欥; 騭; 悉; 蟋; 觱; 戌; 怴
29-34,29,34,518,327,no,no,0,,4,4,四; 駟; 柶; 泗,2,2,四; 駟,4,四; 駟; 柶; 泗
29-35,29,35,506,328,no,no,0,,1,1,蝨,1,1,蝨,1,蝨
29-36,29,36,411,328,no,no,0,,1,1,瑟,1,1,瑟,1,瑟
29-37,29,37,412,328,no,no,0,,1,1,閉,1,1,閉,1,閉
29-38,29,38,408,328,no,no,0,,1,1,匹,1,1,匹,1,匹
29-39,29,39,521,328,no,no,0,,4,3,畀; 鼻; 淠,3,2,畀; 鼻,3,畀; 鼻; 淠
29-41,29,41,405,328,no,no,0,,21,18,必; 珌; 怭; 㧙; 駜; 苾; 飶; 覕; 柲; 毖,9,8,邲; 必; 柲; 毖; 密; 蜜; 𥁑; 謐,19,必; 珌; 怭; 㧙; 駜; 苾; 飶; 覕; 柲; 毖
29-42,29,42,407,329,no,no,0,,8,8,畢; 罼; 㪤; 彃; 篳; 縪; 蹕; 韠,7,5,畢; 彃; 篳; 蹕; 韠,8,畢; 罼; 㪤; 彃; 篳; 縪; 蹕; 韠
29-43,29,43,1257g,329,no,no,0,,2,1,觱,0,0,,1,觱
29-44,29,44,406,329,no,no,0,,2,2,弜; 弼,0,0,,2,弜; 弼
30-01,30,1,517,330,no,no,0,,19,14,气; 氣; 愾; 餼; 乞; 吃; 訖; 扢; 汔; 迄,6,5,气; 氣; 愾; 乞; 仡,14,气; 氣; 愾; 餼; 乞; 吃; 訖; 扢; 汔; 迄
30-02,30,2,515,331,no,no,0,,15,11,旡; 既; 蔇; 塈; 摡; 㮣; 概; 溉; 嘅; 慨,7,6,既; 塈; 概; 溉; 慨; 暨,11,旡; 既; 蔇; 塈; 摡; 㮣; 概; 溉; 嘅; 慨
30-03,30,3,536,331,no,no,0,,1,1,器,1,1,器,1,器
30-04,30,4,1237a,331,no,no,0,,1,1,洎,0,0,,1,洎
30-05,30,5,504,331,no,no,0,,1,1,戛,1,1,戛,1,戛
30-06,30,6,508,331,no,no,0,,5,4,愛; 曖; 薆; 僾,2,2,愛; 僾,4,愛; 曖; 薆; 僾
30-07,30,7,505,331,no,no,0,,1,1,乙,1,1,乙,1,乙
30-08,30,8,537,331,no,no,0,,1,1,劓,0,0,,1,劓
30-09,30,9,516,331,no,no,0,,3,3,豙; 毅; 藙,2,2,豙; 藙,3,豙; 毅; 藙
30-10,30,10,493,332,no,no,0,,6,4,質; 鑕; 躓; 懫,2,1,質,4,質; 鑕; 躓; 懫
30-11,30,11,509,332,no,no,0,,14,10,隶; 逮; 曃; 棣; 肄; 肆; 㣈; 蕼; 肂; 殔,4,4,隶; 逮; 棣; 肆,10,隶; 逮; 曃; 棣; 肄; 肆; 㣈; 蕼; 肂; 殔
30-12,30,12,514,332,no,no,0,,1,1,配,0,0,,1,配
30-13,30,13,491,332,no,no,0,,9,6,孛; 勃; 浡; 悖; 誖; 綍,2,2,孛; 悖,6,孛; 勃; 浡; 悖; 誖; 綍
30-14,30,14,500,332,no,no,0,,21,16,弗; 笰; 紼; 刜; 拂; 彿; 髴; 茀; 佛; 咈,16,12,弗; 刜; 拂; 彿; 茀; 佛; 咈; 怫; 艴; 沸,16,弗; 笰; 紼; 刜; 拂; 彿; 髴; 茀; 佛; 咈
30-16,30,16,501,333,no,no,0,,10,6,巿; 芾; 旆; 㤄; 沛; 肺,1,1,肺,6,巿; 芾; 旆; 㤄; 沛; 肺
30-17,30,17,530,333,no,no,0,,2,1,胐,1,1,朏,2,胐; 朏
30-18,30,18,492,334,no,no,0,,4,4,𠬛; 沒; 歿; 𤣻,1,1,歿,4,𠬛; 沒; 歿; 𤣻
30-19,30,19,503,334,no,no,0,,12,10,勿; 物; 芴; 歾; 忽; 笏; 刎; 吻; 惚; 脗,5,4,勿; 物; 芴; 忽,10,勿; 物; 芴; 歾; 忽; 笏; 刎; 吻; 惚; 脗
30-20,30,20,503,334,no,no,0,,12,10,勿; 物; 芴; 歾; 忽; 笏; 刎; 吻; 惚; 脗,5,4,勿; 物; 芴; 忽,10,勿; 物; 芴; 歾; 忽; 笏; 刎; 吻; 惚; 脗
30-21,30,21,531,334,no,no,0,,9,8,未; 味; 魅; 寐; 妹; 昧; 沬; 𩎟,6,5,未; 味; 寐; 妹; 昧,8,未; 味; 魅; 寐; 妹; 昧; 沬; 𩎟
30-22,30,22,522,335,no,no,0,,1,1,鬽,0,0,,1,鬽
31-01,31,1,486,336,no,no,0,,7,5,骨; 鶻; 搰; 猾; 滑,5,4,骨; 搰; 猾; 滑,5,骨; 鶻; 搰; 猾; 滑
31-02,31,2,540,337,no,no,0,,18,16,㬰; 貴; 憒; 潰; 繢; 靧; 匱; 櫃; 蕢; 簣,12,11,㬰; 貴; 潰; 靧; 匱; 櫃; 簣; 饋; 遺; 聵,16,㬰; 貴; 憒; 潰; 繢; 靧; 匱; 櫃; 蕢; 簣
31-03,31,3,510a,337,no,no,0,,1,1,凷,0,0,,1,凷
31-04,31,4,534,337,no,no,0,,2,2,㕟; 蒯,0,0,,2,㕟; 蒯
31-05,31,5,523,337,no,no,0,,6,5,胃; 媦; 謂; 蝟; 喟,3,3,胃; 謂; 蝟,5,胃; 媦; 謂; 蝟; 喟
31-06,31,6,524,338,no,no,0,,1,1,彙,0,0,,1,彙
31-07,31,7,539,338,no,no,0,,1,1,位,1,1,位,1,位
31-08,31,8,495,338,no,no,0,,2,2,𩰪; 鬱,1,1,鬱,2,𩰪; 鬱
31-09,31,9,525,338,no,no,0,,10,7,㷉; 尉; 熨; 慰; 罻; 蔚; 褽,3,2,㷉; 蔚,7,㷉; 尉; 熨; 慰; 罻; 蔚; 褽
31-10,31,10,487,338,no,no,0,,7,6,兀; 扤; 杌; 阢; 卼; 軏,0,0,,6,兀; 扤; 杌; 阢; 卼; 軏
31-11,31,11,488,338,no,no,0,,1,1,𠫓,0,0,,1,𠫓
31-12,31,12,489,338,no,no,0,,2,1,突,2,1,突,1,突
31-14,31,14,511,338,no,no,0,,4,3,對; 轛; 懟,3,3,對; 轛; 懟,3,對; 轛; 懟
31-15,31,15,512,338,no,no,0,,1,1,退,1,1,退,1,退
31-16,31,16,496,338,no,no,0,,19,15,出; 黜; 絀; 咄; 拙; 茁; 屈; 詘; 誳; 鈯,11,9,出; 黜; 咄; 拙; 屈; 堀; 窟; 倔; 掘,15,出; 黜; 絀; 咄; 拙; 茁; 屈; 詘; 誳; 鈯
31-17,31,17,497,339,no,no,0,,7,7,朮; 秫; 術; 述; 鉥; 怵; 訹,6,6,朮; 秫; 術; 述; 鉥; 訹,7,朮; 秫; 術; 述; 鉥; 怵; 訹
31-18,31,18,502,339,no,no,0,,3,3,聿; 律; 筆,4,3,聿; 律; 筆,3,聿; 律; 筆
31-19,31,19,529,339,no,no,0,,2,2,類; 纇,1,1,類,2,類; 纇
31-20,31,20,490,340,no,no,0,,22,17,卒; 捽; 崒; 倅; 啐; 淬; 焠; 醉; 翠; 悴,11,9,卒; 倅; 啐; 淬; 焠; 醉; 萃; 碎; 誶,17,卒; 捽; 崒; 倅; 啐; 淬; 焠; 醉; 翠; 悴
31-21,31,21,528,340,no,no,0,,1,1,祟,1,1,祟,1,祟
31-22,31,22,1257h,340,no,no,0,,1,1,戌,1,1,戌,1,戌
31-23,31,23,498,340,no,no,0,,7,4,率; 䢦; 蟀; 膟,3,1,率,4,率; 䢦; 蟀; 膟
31-24,31,24,499,340,no,no,0,,2,1,帥,1,1,帥,1,帥
32-01,32,1,368; 377,341,no,no,0,,13,8,臤; 堅; 掔; 賢; 緊; 腎; 臣; 挋,4,4,堅; 賢; 腎; 臣,8,臤; 堅; 掔; 賢; 緊; 腎; 臣; 挋
32-02,32,2,1250a,342,no,no,0,,1,1,繭,0,0,,1,繭
32-03,32,3,369,342,no,no,0,,2,1,矜,3,1,矜,1,矜
32-04,32,4,479,342,no,no,0,,2,2,犬; 畎,1,1,犬,2,犬; 畎
32-05,32,5,366,342,no,no,0,,14,12,玄; 泫; 眩; 鉉; 弦; 絃; 炫; 蚿; 衒; 牽,5,4,玄; 弦; 牽; 誸,12,玄; 泫; 眩; 鉉; 弦; 絃; 炫; 蚿; 衒; 牽
32-06,32,6,1250g,342,no,no,0,,2,1,贙,0,0,,1,贙
32-07,32,7,391,342,no,no,0,,7,7,勻; 均; 袀; 鈞; 盷; 䀏; 筠,6,4,匀; 均; 鈞; 筠,8,勻; 均; 袀; 鈞; 盷; 䀏; 筠; 匀
32-08,32,8,392,343,no,no,0,,27,16,旬; 徇; 狥; 殉; 侚; 畇; 恂; 洵; 眴; 筍,5,5,旬; 徇; 殉; 筍; 荀,16,旬; 徇; 狥; 殉; 侚; 畇; 恂; 洵; 眴; 筍
32-09,32,9,370,343,no,no,0,,12,8,因; 茵; 絪; 姻; 駰; 咽; 烟; 恩,5,4,因; 咽; 烟; 恩,8,因; 茵; 絪; 姻; 駰; 咽; 烟; 恩
32-10,32,10,483,344,no,no,0,,7,7,垔; 陻; 堙; 湮; 闉; 禋; 煙,4,4,垔; 陻; 禋; 煙,7,垔; 陻; 堙; 湮; 闉; 禋; 煙
32-11,32,11,125l,344,no,no,0,,2,1,覦,0,0,,1,覦
32-12,32,12,367,344,no,no,0,,2,2,淵; 婣,1,1,淵,2,淵; 婣
32-13,32,13,1251a,344,no,no,0,,1,1,嚚,0,0,,1,嚚
32-14,32,14,1251b,344,no,no,0,,1,1,憖,0,0,,1,憖
32-15,32,15,361,344,no,no,0,,3,2,天; 吞,2,2,天; 吞,2,天; 吞
32-16,32,16,375,344,no,no,0,,31,23,真; 稹; 縝; 鬒; 黰; 鎮; 瞋; 磌; 慎; 傎,9,9,真; 稹; 縝; 鬒; 鎮; 瞋; 慎; 顛; 填,23,真; 稹; 縝; 鬒; 黰; 鎮; 瞋; 磌; 慎; 傎
32-17,32,17,376,345,no,no,0,,1,1,眘,0,0,,1,眘
32-18,32,18,373,345,no,no,0,,6,4,陳; 敶; 陣; 螴,2,1,陳,4,陳; 敶; 陣; 螴
32-19,32,19,362,345,no,no,0,,8,4,田; 佃; 畋; 甸,5,4,田; 佃; 畋; 甸,4,田; 佃; 畋; 甸
32-20,32,20,371,345,no,no,0,,4,4,引; 靷; 蚓; 紖,3,2,引; 蚓,4,引; 靷; 蚓; 紖
32-21,32,21,372,346,no,no,0,,1,1,絼,0,0,,1,絼
32-22,32,22,385,346,no,no,0,,7,7,申; 伸; 呻; 紳; 神; 𣍃; 電,6,6,申; 伸; 呻; 紳; 神; 電,7,申; 伸; 呻; 紳; 神; 𣍃; 電
32-23,32,23,386,346,no,no,0,,2,2,身; 𨌈,1,1,身,2,身; 𨌈
32-24,32,24,469,346,no,no,0,,4,4,舜; 蕣; 瞬; 瞚,0,0,,4,舜; 蕣; 瞬; 瞚
32-25,32,25,12511,346,no,no,0,,0,0,,0,0,,0,
32-26,32,26,387,346,no,no,0,,15,12,粦; 燐; 粼; 獜; 甐; 磷; 轔; 遴; 鄰; 麟,4,4,粦; 鄰; 鱗; 憐,12,粦; 燐; 粼; 獜; 甐; 磷; 轔; 遴; 鄰; 麟
32-27,32,27,125l,346,no,no,0,,2,1,覦,0,0,,1,覦
32-28,32,28,388; 364; 365,346,no,no,0,,6,6,人; 仁; 年; 千; 阡; 芊,4,4,人; 仁; 年; 千,6,人; 仁; 年; 千; 阡; 芊
32-29,32,29,378,347,no,no,0,,4,4,晉; 搢; 縉; 戩,1,1,晉,4,晉; 搢; 縉; 戩
32-30,32,30,379,347,no,no,0,,1,1,進,1,1,進,1,進
32-31,32,31,380,347,no,no,0,,6,6,秦; 螓; 榛; 溱; 臻; 蓁,3,3,秦; 榛; 蓁,6,秦; 螓; 榛; 溱; 臻; 蓁
32-32,32,32,381,347,no,no,0,,7,6,盡; 燼; 藎; 贐; 賮; 津,3,3,盡; 燼; 津,6,盡; 燼; 藎; 贐; 賮; 津
32-33,32,33,382,347,no,no,0,,9,9,辛; 峷; 莘; 𣓀; 新; 薪; 親; 寴; 櫬,6,5,辛; 莘; 新; 薪; 親,9,辛; 峷; 莘; 𣓀; 新; 薪; 親; 寴; 櫬
32-34,32,34,12411,348,no,no,0,,0,0,,0,0,,0,
32-35,32,35,383,348,no,no,0,,4,4,卂; 迅; 訊; 䒖,1,1,訊,4,卂; 迅; 訊; 䒖
32-36,32,36,384,348,no,no,0,,1,1,信,1,1,信,1,信
32-37,32,37,484,348,no,no,0,,1,1,甡,0,0,,1,甡
32-38,32,38,389,348,no,no,0,,14,12,賔; 儐; 擯; 殯; 濱; 鬢; 繽; 嬪; 矉; 蠙,1,1,賓,13,賔; 儐; 擯; 殯; 濱; 鬢; 繽; 嬪; 矉; 蠙
32-39,32,39,390,348,no,no,0,,3,3,頻; 嚬; 蘋,2,1,頻,3,頻; 嚬; 蘋
32-40,32,40,457,348,no,no,0,,27,19,民; 泯; 珉; 眠; 痻; 敃; 昬; 昏; 婚; 惛,6,5,民; 泯; 珉; 昏; 緡,19,民; 泯; 珉; 眠; 痻; 敃; 昬; 昏; 婚; 惛
33-01,33,1,416,351,no,no,0,,13,12,艮; 根; 豤; 佷; 很; 恨; 痕; 垠; 限; 銀,7,6,根; 恨; 垠; 限; 銀; 眼,12,艮; 根; 豤; 佷; 很; 恨; 痕; 垠; 限; 銀
33-02,33,2,443,351,no,no,0,,21,17,斤; 釿; 靳; 芹; 近; 昕; 欣; 忻; 訢; 圻,8,6,斤; 近; 昕; 欣; 圻; 旂,17,斤; 釿; 靳; 芹; 近; 昕; 欣; 忻; 訢; 圻
33-03,33,3,445,351,no,no,0,,1,1,筋,1,1,筋,1,筋
33-04,33,4,444,351,no,no,0,,1,1,𢀷,0,0,,1,𢀷
