gsc_id,rhyme_section,series_number,schuessler_k_tokens,schuessler_source_page,schuessler_cross_reference_only,in_tex,tex_character_count,tex_characters_sample,mand2mc_row_count,mand2mc_character_count,mand2mc_characters_sample,bs_gsr_row_count,bs_gsr_character_count,bs_gsr_characters_sample,combined_source_character_count,combined_source_characters_sample
33-05,33,5,480,352,no,no,0,,18,16,𡏳; 艱; 堇; 囏; 僅; 墐; 殣; 瑾; 覲; 饉,19,14,螼; 𡏳; 艱; 堇; 囏; 僅; 墐; 殣; 饉; 蓳,17,𡏳; 艱; 堇; 囏; 僅; 墐; 殣; 瑾; 覲; 饉
33-06,33,6,482,352,no,no,0,,1,1,巾,1,1,巾,1,巾
33-07,33,7,446,352,no,no,0,,1,1,釁,1,1,釁,1,釁
33-08,33,8,447,352,no,no,0,,2,1,衅,0,0,,1,衅
33-09,33,9,448,352,no,no,0,,4,2,殷; 慇,4,2,殷; 慇,2,殷; 慇
33-10,33,10,449,352,no,no,0,,3,2,隱; 檃,3,1,隱,2,隱; 檃
33-11,33,11,476,352,no,no,0,,2,2,典; 腆,2,2,典; 腆,2,典; 腆
33-12,33,12,429,352,no,no,0,,5,4,𡱂; 臋; 臀; 殿,3,2,𡱂; 殿,4,𡱂; 臋; 臀; 殿
33-13,33,13,455,353,no,no,0,,19,14,辰; 晨; 䢅; 宸; 脤; 蜃; 侲; 振; 娠; 賑,9,7,辰; 晨; 蜃; 振; 震; 辴; 脣,14,辰; 晨; 䢅; 宸; 脤; 蜃; 侲; 振; 娠; 賑
33-14,33,14,1251b,353,no,no,0,,1,1,憖,0,0,,1,憖
33-15,33,15,453,353,no,no,0,,20,12,㐱; 眕; 畛; 紾; 袗; 軫; 珍; 疹; 殄; 診,10,9,㐱; 畛; 袗; 軫; 珍; 疹; 殄; 診; 餮,12,㐱; 眕; 畛; 紾; 袗; 軫; 珍; 疹; 殄; 診
33-16,33,16,452,353,no,no,0,,1,1,疢,0,0,,1,疢
33-17,33,17,374,353,no,no,0,,1,1,塵,1,1,塵,1,塵
33-18,33,18,451,354,no,no,0,,2,2,胤; 酳,1,1,胤,2,胤; 酳
33-19,33,19,450,354,no,no,0,,5,4,寅; 夤; 螾; 演,5,4,寅; 夤; 螾; 演,4,寅; 夤; 螾; 演
33-20,33,20,456,354,no,no,0,,10,9,刃; 仞; 忍; 牣; 肕; 訒; 軔; 紉; 認,5,4,忍; 軔; 䵑; 認,10,刃; 仞; 忍; 牣; 肕; 訒; 軔; 紉; 認; 䵑
33-22,33,22,432,354,no,no,0,,5,4,存; 荐; 栫; 洊,3,2,存; 荐,4,存; 荐; 栫; 洊
33-23,33,23,477,354,no,no,0,,1,1,薦,1,1,薦,1,薦
33-24,33,24,454,354,no,no,0,,1,1,齔,0,0,,1,齔
33-25,33,25,478,354,no,no,0,,13,10,先; 毨; 跣; 銑; 姺; 洗; 侁; 𢓠; 詵; 駪,4,2,先; 洗,10,先; 毨; 跣; 銑; 姺; 洗; 侁; 𢓠; 詵; 駪
33-26,33,26,439,355,no,no,0,,1,1,畚,0,0,,1,畚
33-27,33,27,440,355,no,no,0,,1,1,本,1,1,本,1,本
33-28,33,28,438,355,no,no,0,,4,4,奔; 犇; 餴; 鼖,1,1,奔,4,奔; 犇; 餴; 鼖
33-29,33,29,437,355,no,no,0,,23,15,賁; 噴; 歕; 獖; 僨; 𩞑; 饙; 墳; 憤; 濆,3,3,賁; 饙; 憤,15,賁; 噴; 歕; 獖; 僨; 𩞑; 饙; 墳; 憤; 濆
33-30,33,30,471,356,no,no,0,,26,21,分; 粉; 𦐈; 翂; 忿; 紛; 芬; 雰; 弅; 扮,8,7,分; 粉; 𦐈; 頒; 盆; 貧; 朌,21,分; 粉; 𦐈; 翂; 忿; 紛; 芬; 雰; 弅; 扮
33-32,33,32,472,356,no,no,0,,1,1,糞,1,1,糞,1,糞
33-33,33,33,473,357,no,no,0,,1,1,奮,1,1,奮,1,奮
33-34,33,34,474,357,no,no,0,,2,2,焚; 彬,0,0,,2,焚; 彬
33-35,33,35,441,357,no,no,0,,8,6,門; 悶; 捫; 聞; 問; 閩,5,5,門; 捫; 聞; 問; 閩,6,門; 悶; 捫; 聞; 問; 閩
33-36,33,36,475,357,no,no,0,,14,12,文; 抆; 汶; 紊; 蚉; 蚊; 忞; 旻; 玟; 閔,8,8,文; 汶; 蚉; 蚊; 旻; 閔; 憫; 吝,12,文; 抆; 汶; 紊; 蚉; 蚊; 忞; 旻; 玟; 閔
34-01,34,1,417,358,no,no,0,,14,11,昆; 崐; 琨; 䃂; 緄; 輥; 錕; 鯤; 鵾; 混,1,1,昆,11,昆; 崐; 琨; 䃂; 緄; 輥; 錕; 鯤; 鵾; 混
34-02,34,2,418,359,no,no,0,,3,3,衮; 袞; 蔉,0,0,,3,衮; 袞; 蔉
34-03,34,3,419,359,no,no,0,,1,1,鯀,0,0,,1,鯀
34-04,34,4,481,359,no,no,0,,2,2,鰥; 瘝,2,1,鰥,2,鰥; 瘝
34-05,34,5,421,359,no,no,0,,1,1,坤,1,1,坤,1,坤
34-06,34,6,422,359,no,no,0,,4,4,巛; 𤰕; 甽; 訓,2,2,巛; 訓,4,巛; 𤰕; 甽; 訓
34-07,34,7,423,359,no,no,0,,1,1,髡,0,0,,1,髡
34-08,34,8,424,359,no,no,0,,1,1,壼,0,0,,1,壼
34-09,34,9,420,359,no,no,0,,5,5,困; 悃; 捆; 梱; 稇,1,1,困,5,困; 悃; 捆; 梱; 稇
34-10,34,10,425,359,no,no,0,,3,3,圂; 慁; 溷,0,0,,3,圂; 慁; 溷
34-11,34,11,485,359,no,no,0,,9,8,囷; 箘; 菌; 麕; 麇; 攟; 攗; 稛,1,1,菌,8,囷; 箘; 菌; 麕; 麇; 攟; 攗; 稛
34-12,34,12,459,360,no,no,0,,9,8,君; 羣; 裙; 郡; 焄; 麏; 頵; 窘,4,4,君; 羣; 裙; 麏,8,君; 羣; 裙; 郡; 焄; 麏; 頵; 窘
34-13,34,13,458,360,no,no,0,,16,14,軍; 渾; 暈; 運; 餫; 䩵; 韗; 葷; 揮; 暉,11,9,軍; 渾; 運; 葷; 揮; 暉; 煇; 輝; 楎,14,軍; 渾; 暈; 運; 餫; 䩵; 韗; 葷; 揮; 暉
34-14,34,14,460,360,no,no,0,,8,7,云; 雲; 妘; 抎; 耘; 芸; 魂,4,4,云; 雲; 芸; 魂,7,云; 雲; 妘; 抎; 耘; 芸; 魂
34-15,34,15,461,361,no,no,0,,8,8,熏; 燻; 薰; 勳; 獯; 纁; 臐; 壎,3,3,熏; 薰; 壎,8,熏; 燻; 薰; 勳; 獯; 纁; 臐; 壎
34-16,34,16,426,361,no,no,0,,12,7,溫; 轀; 慍; 緼; 韞; 薀; 蘊,5,4,𥁕; 溫; 慍; 蘊,8,溫; 轀; 慍; 緼; 韞; 薀; 蘊; 𥁕
34-17,34,17,427,361,no,no,0,,20,12,屯; 忳; 㹠; 芚; 軘; 沌; 鈍; 頓; 窀; 杶,3,2,屯; 純,12,屯; 忳; 㹠; 芚; 軘; 沌; 鈍; 頓; 窀; 杶
34-18,34,18,464,362,no,no,0,,29,16,𦎧; 淳; 醇; 錞; 鐓; 鶉; 諄; 犉; 惇; 蜳,9,4,淳; 鶉; 敦; 焞,16,𦎧; 淳; 醇; 錞; 鐓; 鶉; 諄; 犉; 惇; 蜳
34-19,34,19,463,362,no,no,0,,5,5,春; 惷; 蠢; 椿; 鬊,1,1,春,5,春; 惷; 蠢; 椿; 鬊
34-20,34,20,462,362,no,no,0,,7,6,川; 䡅; 順; 紃; 巡; 馴,5,5,川; 䡅; 順; 紃; 馴,6,川; 䡅; 順; 紃; 巡; 馴
34-21,34,21,465,363,no,no,0,,12,7,盾; 楯; 揗; 輴; 遁; 循; 腯,7,6,盾; 楯; 輴; 遁; 循; 腯,7,盾; 楯; 揗; 輴; 遁; 循; 腯
34-22,34,22,428,363,no,no,0,,5,3,豚; 𢄉; 遯,5,3,豚; 𢄉; 遯,3,豚; 𢄉; 遯
34-23,34,23,468,363,no,no,0,,28,25,允; 浚; 踆; 悛; 㽙; 狻; 酸; 捘; 狁; 䘒,2,2,允; 酸,25,允; 浚; 踆; 悛; 㽙; 狻; 酸; 捘; 狁; 䘒
34-24,34,24,470,364,no,no,0,,12,10,侖; 論; 倫; 淪; 綸; 輪; 惀; 崙; 崘; 掄,7,4,論; 倫; 綸; 輪,10,侖; 論; 倫; 淪; 綸; 輪; 惀; 崙; 崘; 掄
34-25,34,25,1251o,364,no,no,0,,1,1,閏,0,0,,1,閏
34-26,34,26,430,364,no,no,0,,14,10,尊; 樽; 僔; 噂; 撙; 繜; 蹲; 鐏; 鱒; 遵,4,3,尊; 樽; 遵,10,尊; 樽; 僔; 噂; 撙; 繜; 蹲; 鐏; 鱒; 遵
34-27,34,27,431,364,no,no,0,,3,3,寸; 刌; 忖,3,3,寸; 刌; 忖,3,寸; 刌; 忖
34-28,34,28,434,364,no,no,0,,4,4,孫; 蓀; 遜; 愻,1,1,孫,4,孫; 蓀; 遜; 愻
34-29,34,29,436,365,no,no,0,,1,1,飧,0,0,,1,飧
34-30,34,30,433,365,no,no,0,,11,8,巽; 簨; 僎; 䠣; 選; 撰; 饌; 譔,1,1,選,8,巽; 簨; 僎; 䠣; 選; 撰; 饌; 譔
34-31,34,31,467,365,no,no,0,,3,3,隼; 𣯍; 準,1,1,準,3,隼; 𣯍; 準
34-32,34,32,466,365,no,no,0,,3,3,䜭; 濬; 璿,0,0,,3,䜭; 濬; 璿
35-01,35,1,642,366,yes,no,0,,19,15,劫; 刧; 怯; 法; 灋; 盍; 盇; 嗑; 蓋; 葢,5,5,劫; 法; 灋; 盍; 蓋,15,劫; 刧; 怯; 法; 灋; 盍; 盇; 嗑; 蓋; 葢
35-02,35,2,629,367,no,no,0,,5,5,甲; 匣; 柙; 狎; 押,5,5,甲; 匣; 柙; 狎; 押,5,甲; 匣; 柙; 狎; 押
35-03,35,3,630,367,no,no,0,,15,13,夾; 郟; 狹; 梜; 莢; 頰; 鋏; 匧; 俠; 挾,5,5,夾; 狹; 梜; 匧; 挾,13,夾; 郟; 狹; 梜; 莢; 頰; 鋏; 匧; 俠; 挾
35-04,35,4,639,367,no,no,0,,6,6,劦; 協; 叶; 拹; 脅; 嗋,1,1,脅,6,劦; 協; 叶; 拹; 脅; 嗋
35-05,35,5,640,368,no,no,0,,1,1,業,3,1,業,1,業
35-06,35,6,634,368,no,no,0,,1,1,涉,0,0,,1,涉
35-07,35,7,628,368,no,no,0,,2,2,𦐇; 蹋,1,1,蹋,2,𦐇; 蹋
35-09,35,9,632,368,no,no,0,,4,3,耴; 輒; 踂,4,3,耴; 輒; 踂,3,耴; 輒; 踂
35-10,35,10,633,368,no,no,0,,16,13,枼; 葉; 鍱; 堞; 牒; 蝶; 褋; 諜; 蹀; 揲,2,2,葉; 屧,13,枼; 葉; 鍱; 堞; 牒; 蝶; 褋; 諜; 蹀; 揲
35-11,35,11,1255a,368,no,no,0,,1,1,疊,0,0,,1,疊
35-12,35,12,637,368,no,no,0,,8,8,巤; 儠; 擸; 獵; 躐; 邋; 鬣; 臘,3,3,獵; 躐; 臘,8,巤; 儠; 擸; 獵; 躐; 邋; 鬣; 臘
35-13,35,13,638,369,no,no,0,,6,5,聶; 躡; 讘; 懾; 攝,3,3,聶; 躡; 攝,5,聶; 躡; 讘; 懾; 攝
35-14,35,14,1255e,369,no,no,0,,1,1,苶,0,0,,1,苶
35-15,35,15,635,369,no,no,0,,5,5,妾; 踥; 接; 椄; 翣,3,3,妾; 接; 椄,5,妾; 踥; 接; 椄; 翣
35-16,35,16,636,369,no,no,0,,4,4,疌; 捷; 寁; 睫,2,2,捷; 睫,4,疌; 捷; 寁; 睫
35-17,35,17,631,369,no,no,0,,4,3,臿; 插; 歃,2,2,臿; 插,3,臿; 插; 歃
35-18,35,18,1254b,369,no,no,0,,1,1,扱,0,0,,1,扱
35-19,35,19,1255c,370,no,no,0,,1,1,燮,0,0,,1,燮
35-20,35,20,641,370,no,no,0,,6,4,乏; 泛; 窆; 貶,4,3,乏; 泛; 貶,4,乏; 泛; 窆; 貶
35-21,35,21,642,370,no,no,0,,19,15,劫; 刧; 怯; 法; 灋; 盍; 盇; 嗑; 蓋; 葢,5,5,劫; 法; 灋; 盍; 蓋,15,劫; 刧; 怯; 法; 灋; 盍; 盇; 嗑; 蓋; 葢
36-01,36,1,606,371,no,no,0,,9,9,甘; 泔; 𤯌; 酣; 拑; 鉗; 柑; 紺; 箝,5,4,邯; 甘; 酣; 鉗,10,甘; 泔; 𤯌; 酣; 拑; 鉗; 柑; 紺; 箝; 邯
36-02,36,2,607; 36,371,no,no,0,,14,10,敢; 闞; 矙; 嚴; 儼; 巖; 玁; 夏; 廈; 厦,9,8,敢; 𠪚; 嚴; 儼; 巖; 夏; 廈; 厦,11,敢; 闞; 矙; 嚴; 儼; 巖; 玁; 夏; 廈; 厦
36-03,36,3,608,372,no,no,0,,1,1,銜,1,1,銜,1,銜
36-04,36,4,624,372,no,no,0,,6,3,欠; 芡; 坎,2,2,欠; 坎,3,欠; 芡; 坎
36-05,36,5,609,372,no,no,0,,17,14,監; 鑑; 礛; 壏; 㯺; 檻; 㜮; 擥; 濫; 藍,8,4,監; 檻; 藍; 鹽,14,監; 鑑; 礛; 壏; 㯺; 檻; 㜮; 擥; 濫; 藍
36-06,36,6,613,372,no,no,0,,22,12,僉; 憸; 譣; 檢; 儉; 險; 嶮; 驗; 劍; 獫,11,7,譣; 檢; 儉; 險; 劍; 斂; 蘞,12,僉; 憸; 譣; 檢; 儉; 險; 嶮; 驗; 劍; 獫
36-07,36,7,627,373,no,no,0,,21,13,兼; 蒹; 嗛; 慊; 歉; 謙; 溓; 熑; 嫌; 鼸,7,6,兼; 蒹; 謙; 嫌; 廉; 鎌,13,兼; 蒹; 嗛; 慊; 歉; 謙; 溓; 熑; 嫌; 鼸
36-09,36,9,615,374,no,no,0,,5,4,弇; 揜; 渰; 黭,0,0,,4,弇; 揜; 渰; 黭
36-10,36,10,616,374,no,no,0,,9,6,猒; 厭; 饜; 檿; 擪; 壓,2,2,厭; 饜,6,猒; 厭; 饜; 檿; 擪; 壓
36-11,36,11,619,374,no,no,0,,20,13,詹; 噡; 瞻; 幨; 襜; 贍; 檐; 擔; 儋; 甔,16,12,厃; 詹; 噡; 瞻; 幨; 襜; 贍; 檐; 擔; 膽,14,詹; 噡; 瞻; 幨; 襜; 贍; 檐; 擔; 儋; 甔
36-12,36,12,618,375,no,no,0,,23,16,占; 沾; 霑; 阽; 佔; 覘; 怗; 苫; 痁; 坫,10,7,占; 沾; 阽; 苫; 玷; 㓠; 點,16,占; 沾; 霑; 阽; 佔; 覘; 怗; 苫; 痁; 坫
36-13,36,13,1247a,375,no,no,0,,1,1,豓,0,0,,1,豓
36-14,36,14,617,375,no,no,0,,22,15,炎; 燄; 剡; 掞; 琰; 裧; 燅; 覢; 菼; 惔,2,2,剡; 啖,15,炎; 燄; 剡; 掞; 琰; 裧; 燅; 覢; 菼; 惔
36-16,36,16,621,376,no,no,0,,2,2,銛; 恬,0,0,,2,銛; 恬
36-17,36,17,1247c,376,no,no,0,,2,1,忝,2,1,忝,1,忝
36-18,36,18,622,376,no,no,0,,16,11,冄; 冉; 呥; 姌; 袡; 衻; 𩑺; 髯; 枏; 聃,0,0,,11,冄; 冉; 呥; 姌; 袡; 衻; 𩑺; 髯; 枏; 聃
36-19,36,19,623,376,no,no,0,,2,1,染,1,1,染,1,染
36-21,36,21,620,377,no,no,0,,7,7,㦰; 韱; 孅; 纖; 殲; 瀸; 攕,0,0,,7,㦰; 韱; 孅; 纖; 殲; 瀸; 攕
36-22,36,22,611,377,no,no,0,,10,8,斬; 摲; 慙; 暫; 蹔; 漸; 塹; 蔪,6,5,斬; 慙; 暫; 漸; 塹,8,斬; 摲; 慙; 暫; 蹔; 漸; 塹; 蔪
36-23,36,23,612,377,no,no,0,,12,5,毚; 欃; 儳; 讒; 鑱,0,0,,5,毚; 欃; 儳; 讒; 鑱
36-24,36,24,1154,377,no,no,0,,3,1,髟,1,1,髟,1,髟
36-25,36,25,610,377,no,no,0,,1,1,芟,0,0,,1,芟
36-26,36,26,625,378,no,no,0,,13,11,凡; 芃; 帆; 軓; 汎; 風; 飌; 鳳; 楓; 諷,5,4,凡; 汎; 風; 諷,11,凡; 芃; 帆; 軓; 汎; 風; 飌; 鳳; 楓; 諷
36-27,36,27,626,378,no,no,0,,6,5,犯; 𨊠; 氾; 範; 范,3,2,範; 范,5,犯; 𨊠; 氾; 範; 范
37-01,37,1,675; 687,379,no,no,0,,22,17,合; 䢔; 蛤; 閤; 韐; 跲; 鞈; 洽; 祫; 袷,11,9,合; 閤; 韐; 洽; 給; 翕; 噏; 歙; 拾,17,合; 䢔; 蛤; 閤; 韐; 跲; 鞈; 洽; 祫; 袷
37-02,37,2,681,379,no,no,0,,10,10,及; 彶; 急; 汲; 級; 吸; 圾; 岌; 极; 笈,3,3,及; 急; 吸,10,及; 彶; 急; 汲; 級; 吸; 圾; 岌; 极; 笈
37-03,37,3,686,380,no,no,0,,3,3,十; 什; 汁,3,3,十; 什; 汁,3,十; 什; 汁
37-04,37,4,682,380,no,no,0,,5,2,燁; 爗,0,0,,2,燁; 爗
37-05,37,5,683,380,no,no,0,,5,5,邑; 悒; 挹; 浥; 唈,5,3,邑; 挹; 浥,5,邑; 悒; 挹; 浥; 唈
37-06,37,6,676,380,no,no,0,,4,3,答; 荅; 嗒,2,2,答; 荅,3,答; 荅; 嗒
37-07,37,7,684,380,no,no,0,,1,1,馽,0,0,,1,馽
37-08,37,8,685,380,no,no,0,,12,10,執; 縶; 蟄; 慹; 蓻; 騺; 摯; 贄; 鷙; 墊,7,7,執; 縶; 蟄; 慹; 摯; 鷙; 墊,10,執; 縶; 蟄; 慹; 蓻; 騺; 摯; 贄; 鷙; 墊
37-09,37,9,677,381,no,no,0,,2,2,沓; 誻,1,1,沓,2,沓; 誻
37-10,37,10,678,381,no,no,0,,3,3,眔; 遝; 嚃,2,2,眔; 遝,3,眔; 遝; 嚃
37-11,37,11,689,381,no,no,0,,1,1,襲,2,1,襲,1,襲
37-12,37,12,690,381,no,no,0,,6,6,習; 謵; 槢; 熠; 褶; 慴,0,0,,6,習; 謵; 槢; 熠; 褶; 慴
37-13,37,13,692,381,no,no,0,,4,2,濕; 隰,2,2,濕; 隰,2,濕; 隰
37-14,37,14,693,381,no,no,0,,1,1,溼,1,1,溼,1,溼
37-15,37,15,694; 520,381,no,no,0,,12,11,立; 笠; 粒; 苙; 泣; 湇; 㕇; 拉; 涖; 莅,5,5,立; 笠; 粒; 泣; 拉,11,立; 笠; 粒; 苙; 泣; 湇; 㕇; 拉; 涖; 莅
37-16,37,16,695,382,no,no,0,,21,13,入; 內; 納; 軜; 訥; 吶; 㕯; 枘; 汭; 蚋,7,6,入; 內; 納; 訥; 吶; 焫,13,入; 內; 納; 軜; 訥; 吶; 㕯; 枘; 汭; 蚋
37-17,37,17,696,382,no,no,0,,1,1,㚔,0,0,,1,㚔
37-18,37,18,679,382,no,no,0,,2,2,帀; 匝,0,0,,2,帀; 匝
37-19,37,19,688,382,no,no,0,,12,9,咠; 緝; 葺; 輯; 戢; 濈; 揖; 楫; 檝,2,2,濈; 楫,9,咠; 緝; 葺; 輯; 戢; 濈; 揖; 楫; 檝
37-20,37,20,691,383,no,no,0,,2,2,集; 雜,2,2,集; 雜,2,集; 雜
37-21,37,21,680,383,no,no,0,,1,1,颯,0,0,,1,颯
38-02,38,2,643,385,no,no,0,,6,4,圅; 函; 涵; 菡,3,3,圅; 函; 涵,4,圅; 函; 涵; 菡
38-03,38,3,651; 652,385,no,no,0,,45,37,今; 𩃬; 蔭; 廕; 酓; 紟; 衿; 衾; 韽; 坅,15,13,今; 蔭; 衾; 禽; 含; 唅; 頷; 琴; 吟; 陰,37,今; 𩃬; 蔭; 廕; 酓; 紟; 衿; 衾; 韽; 坅
38-04,38,4,671,386,no,no,0,,14,11,咸; 諴; 鹹; 減; 緘; 黬; 感; 顑; 箴; 鍼,6,6,咸; 鹹; 黬; 感; 箴; 憾,11,咸; 諴; 鹹; 減; 緘; 黬; 感; 顑; 箴; 鍼
38-05,38,5,672,386,no,no,0,,16,14,臽; 陷; 錎; 埳; 欿; 淊; 窞; 萏; 啗; 諂,16,12,臽; 陷; 埳; 欿; 窞; 萏; 啗; 諂; 閻; 壛,14,臽; 陷; 錎; 埳; 欿; 淊; 窞; 萏; 啗; 諂
38-06,38,6,674,387,no,no,0,,1,1,熊,1,1,熊,1,熊
38-07,38,7,653,387,no,no,0,,9,8,音; 愔; 喑; 瘖; 𢉩; 暗; 闇; 歆,3,3,音; 愔; 歆,8,音; 愔; 喑; 瘖; 𢉩; 暗; 闇; 歆
38-08,38,8,654,387,no,no,0,,1,1,飲,2,1,飲,1,飲
38-09,38,9,644,387,no,no,0,,1,1,儑,0,0,,1,儑
38-10,38,10,673,387,no,no,0,,1,1,碞,0,0,,1,碞
38-11,38,11,658,387,no,no,0,,23,15,甚; 煁; 諶; 揕; 椹; 踸; 斟; 葚; 媅; 湛,8,7,甚; 煁; 諶; 椹; 斟; 葚; 堪,15,甚; 煁; 諶; 揕; 椹; 踸; 斟; 葚; 媅; 湛
38-12,38,12,659,388,no,no,0,,1,1,闖,0,0,,1,闖
38-13,38,13,665,388,no,no,0,,2,2,審; 瀋,3,3,嬸; 審; 瀋,3,審; 瀋; 嬸
38-14,38,14,656,388,no,no,0,,18,13,冘; 沈; 酖; 鴆; 枕; 忱; 抌; 眈; 紞; 耽,11,7,沈; 酖; 鴆; 枕; 忱; 耽; 醓,13,冘; 沈; 酖; 鴆; 枕; 忱; 抌; 眈; 紞; 耽
38-15,38,15,657,389,no,no,0,,2,2,㸒; 淫,2,2,㸒; 淫,2,㸒; 淫
38-16,38,16,646,389,no,no,0,,17,11,覃; 潭; 譚; 燂; 鐔; 嘾; 禫; 撢; 鱏; 簟,8,6,覃; 潭; 燂; 禫; 簟; 驔,11,覃; 潭; 譚; 燂; 鐔; 嘾; 禫; 撢; 鱏; 簟
38-17,38,17,662,389,no,no,0,,1,1,尋,2,1,尋,1,尋
38-18,38,18,655,389,no,no,0,,11,9,林; 淋; 霖; 琳; 婪; 惏; 禁; 襟; 噤,3,3,林; 淋; 禁,9,林; 淋; 霖; 琳; 婪; 惏; 禁; 襟; 噤
38-19,38,19,668,390,no,no,0,,6,4,稟; 禀; 廩; 懍,8,4,凜; 稟; 禀; 廩,5,稟; 禀; 廩; 懍; 凜
38-20,38,20,669,390,no,no,0,,3,2,品; 臨,1,1,臨,2,品; 臨
38-21,38,21,645,390,no,no,0,,2,2,貪; 嗿,1,1,貪,2,貪; 嗿
38-22,38,22,649,390,no,no,0,,1,1,男,1,1,男,1,男
38-23,38,23,650,390,no,no,0,,1,1,南,1,1,南,1,南
38-24,38,24,670,390,no,no,0,,6,6,念; 稔; 腍; 淰; 諗; 敜,2,2,念; 諗,6,念; 稔; 腍; 淰; 諗; 敜
38-25,38,25,667,391,no,no,0,,16,12,壬; 任; 妊; 姙; 紝; 絍; 衽; 袵; 飪; 恁,9,7,壬; 任; 紝; 衽; 飪; 恁; 荏,12,壬; 任; 妊; 姙; 紝; 絍; 衽; 袵; 飪; 恁
38-26,38,26,666,391,no,no,0,,5,4,穼; 深; 琛; 探,3,2,深; 探,4,穼; 深; 琛; 探
38-27,38,27,661,391,no,no,0,,16,9,𠎶; 侵; 綅; 寢; 鋟; 駸; 浸; 祲; 寖,2,2,侵; 寢,9,𠎶; 侵; 綅; 寢; 鋟; 駸; 浸; 祲; 寖
38-28,38,28,660,392,no,no,0,,16,12,兓; 朁; 憯; 噆; 簪; 鐕; 蠶; 譖; 鬵; 僭,11,8,噆; 簪; 蠶; 譖; 鬵; 僭; 熸; 潛,12,兓; 朁; 憯; 噆; 簪; 鐕; 蠶; 譖; 鬵; 僭
38-29,38,29,647,392,no,no,0,,10,6,參; 驂; 慘; 糝; 槮; 摻,7,3,參; 驂; 槮,6,參; 驂; 慘; 糝; 槮; 摻
38-30,38,30,648,393,no,no,0,,2,1,三,2,1,三,1,三
38-31,38,31,663,393,no,no,0,,1,1,心,1,1,心,1,心
38-32,38,32,664,393,no,no,0,,1,1,森,0,0,,1,森
